idGame,slugTeam,namePlayer,groupStartPosition,idTeam,idPlayer,fgm,fga,pctFG,fg3m,fg3a,pctFG3,pctFT,fg2m,fg2a,pctFG2,cityTeam,teamName,isStarter,minExact,ftm,fta,oreb,dreb,treb,ast,stl,blk,tov,pf,pts,plusminus,HEIGHT,WEIGHT
22200483,MIL,Joe Ingles,NA,1610612749,204060,0,4,0,0,4,0,0,0,0,0,Milwaukee,Joe,TRUE,17.45,0,0,0,0,0,2,0,0,0,0,0,2,81,220
22200483,MIL,Bobby Portis,NA,1610612749,1626171,5,11,0.455,0,3,0,0,5,8,0.625,Milwaukee,Bobby,TRUE,26.033333333333335,0,0,3,9,12,0,0,0,2,0,10,8,83,250
22200483,MIL,MarJon Beauchamp,NA,1610612749,1630699,2,6,0.333,2,5,0.4,0,0,1,0,Milwaukee,MarJon,TRUE,15.3,0,0,0,0,0,0,0,0,0,2,6,4,79,199
22200483,MIL,Pat Connaughton,NA,1610612749,1626192,2,6,0.333,2,5,0.4,0,0,1,0,Milwaukee,Pat,TRUE,22.516666666666666,0,0,0,3,3,1,0,0,0,2,6,-6,77,209
22200483,MIL,Thanasis Antetokounmpo,NA,1610612749,203648,0,0,0,0,0,0,0,0,0,0,Milwaukee,Thanasis,TRUE,3.0833333333333335,0,0,0,0,0,0,2,0,0,0,0,3,79,219
22200483,MIL,Jordan Nwora,NA,1610612749,1629670,1,1,1,0,0,0,1,1,1,1,Milwaukee,Jordan,TRUE,3.0833333333333335,1,1,0,0,0,0,0,0,0,0,3,3,81,225
22200483,BKN,Kevin Durant,F,1610612751,201142,9,17,0.529,2,6,0.3333333333333333,1,7,11,0.6363636363636364,Brooklyn,Kevin,TRUE,34.233333333333334,4,4,0,5,5,6,1,1,3,2,24,17,82,240
22200483,BKN,Royce O'Neale,F,1610612751,1626220,6,9,0.667,5,8,0.625,0,1,1,1,Brooklyn,Royce,TRUE,27.8,0,0,0,1,1,0,0,0,1,2,17,24,78,226
22200483,BKN,Nic Claxton,C,1610612751,1629651,9,10,0.9,0,0,0,0.5,9,10,0.9,Brooklyn,Nic,TRUE,29.55,1,2,2,6,8,5,3,0,0,2,19,13,83,215
22200483,BKN,Kyrie Irving,G,1610612751,202681,6,18,0.333,3,7,0.42857142857142855,1,3,11,0.2727272727272727,Brooklyn,Kyrie,TRUE,35.3,3,3,1,8,9,6,0,0,2,2,18,21,74,195
