Game_ID,TEAM_ID_away,TEAM_ID_home,HOME_TEAM_WINS,FGM_home,FGA_home,FG_PCT_home,FG3M_home,FG3A_home,FG3_PCT_home,FTT_PCT_home,FG2M_home,FG2A_home,FG2_PCT_home,MIN_home,FTM_home,FTA_home,OREB_home,DREB_home,AST_home,STL_home,BLK_home,TOV_home,PF_home,PTS_home,AWAY_TEAM_WINS,FGM_away,FGA_away,FG_PCT_away,FG3M_away,FG3A_away,FG3_PCT_away,FTT_PCT_away,FG2M_away,FG2A_away,FG2_PCT_away,MIN_away,FTM_away,FTA_away,OREB_away,DREB_away,AST_away,STL_away,BLK_away,TOV_away,PF_away,PTS_away,OREB,Total,Spread,AVG_HEIGHT_home,AVG_WEIGHT_home,STARTERS_PM_home,AVG_HEIGHT_away,AVG_WEIGHT_away,STARTERS_PM_away,BULLY_BALL_home,BULLY_BALL_away
21300613,1610612747,1610612741,1,39,102,0.382,7,21,0.333333333,0.708,32,81,0.395061728,265,17,24,19,36,26,13,5,17,18,102,0,35,83,0.422,8,25,0.32,0.846,27,58,0.465517241,265,22,26,9,38,22,11,9,22,20,100,28,202,2,79.11111111111111,224.22222222222223,18,80,223.33333333333337,4,0.10680422904662344,0.11990248306997749
21400169,1610612747,1610612745,0,30,74,0.405,15,38,0.394736842,0.739,15,36,0.416666667,240,17,23,6,32,20,8,6,17,25,92,1,37,91,0.407,5,20,0.25,0.826,32,71,0.450704225,240,19,23,14,33,17,8,3,14,18,98,20,190,-6,78.625,215,-28,79.22222222222223,223.66666666666663,22,0.06508846757971111,0.11242129420617014
21300595,1610612765,1610612764,0,37,76,0.487,8,21,0.380952381,0.552,29,55,0.527272727,240,16,29,6,29,22,7,1,19,26,98,1,40,81,0.494,6,21,0.285714286,0.581,34,60,0.566666667,240,18,31,11,33,17,9,3,15,24,104,17,202,-6,79.77777777777777,224.11111111111111,-9,78.125,218.25,-3,0.11383695691703982,0.07846360750564334
21400403,1610612765,1610612751,1,40,76,0.526,8,20,0.4,0.759,32,56,0.571428571,240,22,29,3,34,29,9,4,15,18,110,0,40,91,0.44,9,27,0.333333333,0.615,31,64,0.484375,240,16,26,18,32,26,10,6,14,22,105,21,215,5,79.8,227.8,15,78.4,220.8,-30,0.12880860341570757,0.09166591422121902
21400330,1610612753,1610612737,1,29,78,0.372,9,29,0.310344828,0.741,20,49,0.408163265,240,20,27,5,37,24,12,3,12,12,87,0,30,77,0.39,9,26,0.346153846,0.75,21,51,0.411764706,240,12,16,9,37,14,3,4,19,27,81,14,168,6,77.63636363636364,217.72727272727272,-10,78.2,219.9,21,0.08335622752555469,0.10900739846458644
21400518,1610612760,1610612744,1,41,88,0.466,15,28,0.535714286,0.625,26,60,0.433333333,240,20,32,10,44,27,8,4,12,22,117,0,30,98,0.306,5,28,0.178571429,0.765,25,70,0.357142857,240,26,34,20,39,19,10,5,12,25,91,30,208,26,78.81818181818181,218.27272727272728,77,79.08333333333333,221.66666666666663,-46,0.10260295799916812,0.13054490729275572
21200489,1610612738,1610612737,0,28,68,0.412,10,29,0.344827586,0.789,18,39,0.461538462,240,15,19,8,28,18,8,4,21,19,81,1,39,85,0.459,3,16,0.1875,0.667,36,69,0.52173913,240,8,12,16,28,27,11,4,13,15,89,24,170,-8,78.6,224.5,-20,78.6,223.5,33,0.10216454273962834,0.10468747178329564
21300530,1610612760,1610612743,1,37,90,0.411,14,31,0.451612903,0.722,23,59,0.389830508,240,13,18,12,41,24,7,4,13,26,101,0,30,85,0.353,6,24,0.25,0.815,24,61,0.393442623,240,22,27,8,38,11,8,10,12,20,88,20,189,13,78.1,220,39,79.63636363636364,229.36363636363637,-53,0.10120197271962653,0.1779814387287711
21301156,1610612760,1610612756,1,45,77,0.584,11,23,0.47826087,0.677,34,54,0.62962963,240,21,31,5,31,17,6,2,12,24,122,0,40,84,0.476,9,32,0.28125,0.813,31,52,0.596153846,240,26,32,7,31,17,6,4,12,30,115,12,237,7,78.7,223.2,26,78.6,223.6,-15,0.09817048431414574,0.10508668171557556
21301210,1610612760,1610612740,1,35,79,0.443,9,29,0.310344828,0.733,26,50,0.52,240,22,30,10,29,19,8,5,10,18,101,0,31,77,0.403,9,32,0.28125,0.818,22,45,0.488888889,240,18,22,11,32,21,6,4,18,22,89,21,190,12,80.2,225.3,46,79.27272727272727,228.72727272727272,-46,0.1233381537465454,0.13337038598585882
21300310,1610612752,1610612739,1,42,74,0.568,9,19,0.473684211,0.727,33,55,0.6,240,16,22,9,29,25,6,1,15,13,109,0,40,87,0.46,10,31,0.322580645,0.8,30,56,0.535714286,240,4,5,9,22,27,4,5,13,19,94,18,203,15,79,228.92307692307693,93,78.54545454545455,223.9090909090909,-65,0.12413151783418246,0.10570029289405442
21301200,1610612760,1610612754,1,38,72,0.528,9,20,0.45,0.739,29,52,0.557692308,240,17,23,10,36,23,3,4,23,21,102,0,36,84,0.429,7,28,0.25,0.947,29,56,0.517857143,240,18,19,8,24,21,12,4,9,24,97,18,199,5,79.55555555555556,226.22222222222223,11,79.1,232.6,-4,0.15345071642827937,0.1865571343074129
