Game_ID,TEAM_ID_away,TEAM_ID_home,HOME_TEAM_WINS,FGM_home,FGA_home,FG_PCT_home,FG3M_home,FG3A_home,FG3_PCT_home,FTT_PCT_home,FG2M_home,FG2A_home,FG2_PCT_home,MIN_home,FTM_home,FTA_home,OREB_home,DREB_home,AST_home,STL_home,BLK_home,TOV_home,PF_home,PTS_home,AWAY_TEAM_WINS,FGM_away,FGA_away,FG_PCT_away,FG3M_away,FG3A_away,FG3_PCT_away,FTT_PCT_away,FG2M_away,FG2A_away,FG2_PCT_away,MIN_away,FTM_away,FTA_away,OREB_away,DREB_away,AST_away,STL_away,BLK_away,TOV_away,PF_away,PTS_away,OREB,Total,Spread,AVG_HEIGHT_home,AVG_WEIGHT_home,STARTERS_PM_home,AVG_HEIGHT_away,AVG_WEIGHT_away,STARTERS_PM_away,BULLY_BALL_home,BULLY_BALL_away
21300266,1610612766,1610612742,1,33,82,0.402,8,21,0.380952381,0.882,25,61,0.409836066,240,15,17,7,38,16,3,3,9,18,89,0,30,78,0.385,3,17,0.176470588,0.76,27,61,0.442622951,240,19,25,10,40,11,5,4,11,18,82,17,171,7,78.0909090909091,221.72727272727272,6,78.4,228.1,-11,0.10971858606924899,0.1533040283968962
21300839,1610612751,1610612747,0,39,76,0.513,7,17,0.411764706,0.654,32,59,0.542372881,240,17,26,10,27,17,11,5,17,24,102,1,36,76,0.474,12,25,0.48,0.75,24,51,0.470588235,240,24,32,12,29,28,13,2,19,20,108,22,210,-6,78.7,216.5,-36,79.8,233,31,0.07179899586970792,0.15681331828442424
21200315,1610612742,1610612738,1,43,100,0.43,6,22,0.272727273,0.833,37,78,0.474358974,290,25,30,9,33,24,16,5,13,22,117,0,47,92,0.511,8,23,0.347826087,0.765,39,69,0.565217391,290,13,17,7,43,27,8,7,28,27,115,16,232,2,78.77777777777777,226.11111111111111,8,77.72727272727273,218.8181818181818,-12,0.11050829704439566,0.07629788071563166
21200702,1610612764,1610612759,1,38,78,0.487,5,20,0.25,0.938,33,58,0.568965517,240,15,16,3,42,25,5,4,16,17,96,0,36,88,0.409,6,22,0.272727273,0.471,30,66,0.454545455,240,8,17,12,29,24,8,2,16,23,86,15,182,10,78.58333333333333,223.33333333333334,108,79.54545454545455,226.63636363636363,-82,0.09739216694893282,0.12809115721135003
21400588,1610612763,1610612753,0,36,79,0.456,9,24,0.375,0.75,27,55,0.490909091,240,15,20,5,34,22,5,4,15,22,96,1,40,87,0.46,3,14,0.214285714,0.793,37,73,0.506849315,240,23,29,9,38,27,8,5,11,19,106,14,202,-10,78.1,217.8,-14,79.11111111111111,227.88888888888889,27,0.07038011986756741,0.12812420366190125
21400053,1610612753,1610612741,1,35,75,0.467,7,15,0.466666667,0.778,28,60,0.466666667,240,21,27,10,34,23,6,9,12,18,98,0,38,88,0.432,6,14,0.428571429,0.571,32,74,0.432432432,240,8,14,14,34,21,6,6,13,22,90,24,188,8,78.6,217.2,13,78.77777777777777,222.33333333333334,-29,0.07346793813940934,0.10203754702784053
21400135,1610612754,1610612741,0,35,83,0.422,4,17,0.235294118,0.696,31,66,0.46969697,240,16,23,10,24,18,6,7,13,19,90,1,37,77,0.481,7,18,0.388888889,0.72,30,59,0.508474576,240,18,25,10,36,18,5,6,17,22,99,20,189,-9,79.4,221.3,-4,80.11111111111111,236.22222222222223,5,0.09843955561804132,0.1736057687484325
21200784,1610612762,1610612750,0,29,85,0.341,5,22,0.227272727,0.789,24,63,0.380952381,240,30,38,14,35,18,8,3,10,19,93,1,38,87,0.437,2,11,0.181818182,0.76,36,76,0.473684211,240,19,25,13,40,20,7,9,14,22,97,27,190,-4,78.4,219.4,34,78.4,232.3,4,0.07992164837262138,0.13745823927765252
21300234,1610612751,1610612745,1,39,74,0.527,19,32,0.59375,0.85,20,42,0.476190476,240,17,20,7,34,31,9,8,16,18,114,0,37,89,0.416,6,22,0.272727273,0.652,31,67,0.462686567,240,15,23,15,29,24,10,3,12,14,95,22,209,19,79.45454545454545,223.45454545454547,111,80.36363636363636,234.0909090909091,-87,0.10760495139006962,0.16793617521407384
21200822,1610612759,1610612744,1,39,94,0.415,5,21,0.238095238,0.8,34,73,0.465753425,265,24,30,9,48,25,6,5,13,23,107,0,37,95,0.389,4,22,0.181818182,0.719,33,73,0.452054795,265,23,32,10,40,17,7,7,9,22,101,19,208,6,79,226.9090909090909,-15,78.41666666666667,222.08333333333334,-2,0.14887360868534097,0.12312166722272672
